lawID,law_book,article,title,content,bookTitle,citations
204582,ArbGG,§ 64,Grundsatz,"(1) Gegen die Urteile der Arbeitsgerichte findet, soweit nicht nach § 78 das Rechtsmittel der sofortigen Beschwerde gegeben ist, die Berufung an die Landesarbeitsgerichte statt.
          
            (2) Die Berufung kann nur eingelegt werden, 
            
              a)
              
                wenn sie in dem Urteil des Arbeitsgerichts zugelassen worden ist,
              
              b)
              
                wenn der Wert des Beschwerdegegenstandes 600 Euro übersteigt,
              
              c)
              
                in Rechtsstreitigkeiten über das Bestehen, das Nichtbestehen oder die Kündigung eines Arbeitsverhältnisses oder
              
              d)
              
                wenn es sich um ein Versäumnisurteil handelt, gegen das der Einspruch an sich nicht statthaft ist, wenn die Berufung oder Anschlussberufung darauf gestützt wird, dass der Fall der schuldhaften Versäumung nicht vorgelegen habe.
              
            
          
          
            (3) Das Arbeitsgericht hat die Berufung zuzulassen, wenn 
            
              1.
              
                die Rechtssache grundsätzliche Bedeutung hat,
              
              2.
              
                
                  die Rechtssache Rechtsstreitigkeiten betrifft
                  
                    a)
                    
                      zwischen Tarifvertragsparteien aus Tarifverträgen oder über das Bestehen oder Nichtbestehen von Tarifverträgen,
                    
                    b)
                    
                      über die Auslegung eines Tarifvertrags, dessen Geltungsbereich sich über den Bezirk eines Arbeitsgerichts hinaus erstreckt, oder
                    
                    c)
                    
                      zwischen tariffähigen Parteien oder zwischen diesen und Dritten aus unerlaubten Handlungen, soweit es sich um Maßnahmen zum Zwecke des Arbeitskampfs oder um Fragen der Vereinigungsfreiheit einschließlich des hiermit im Zusammenhang stehenden Betätigungsrechts der Vereinigungen handelt, oder
                    
                  
                
              
              3.
              
                das Arbeitsgericht in der Auslegung einer Rechtsvorschrift von einem ihm im Verfahren vorgelegten Urteil, das für oder gegen eine Partei des Rechtsstreits ergangen ist, oder von einem Urteil des im Rechtszug übergeordneten Landesarbeitsgerichts abweicht und die Entscheidung auf dieser Abweichung beruht.
              
            
          
          (3a) Die Entscheidung des Arbeitsgerichts, ob die Berufung zugelassen oder nicht zugelassen wird, ist in den Urteilstenor aufzunehmen. Ist dies unterblieben, kann binnen zwei Wochen ab Verkündung des Urteils eine entsprechende Ergänzung beantragt werden. Über den Antrag kann die Kammer ohne mündliche Verhandlung entscheiden.
          (4) Das Landesarbeitsgericht ist an die Zulassung gebunden.
          (5) Ist die Berufung nicht zugelassen worden, hat der Berufungskläger den Wert des Beschwerdegegenstands glaubhaft zu machen; zur Versicherung an Eides Statt darf er nicht zugelassen werden.
          (6) Für das Verfahren vor den Landesarbeitsgerichten gelten, soweit dieses Gesetz nichts anderes bestimmt, die Vorschriften der Zivilprozeßordnung über die Berufung entsprechend. Die Vorschriften über das Verfahren vor dem Einzelrichter finden keine Anwendung.
          (7) Die Vorschriften des § 49 Abs. 1 und 3, des § 50, des § 51 Abs. 1, der §§ 52, 53, 55 Abs. 1 Nr. 1 bis 9, Abs. 2 und 4, des § 54 Absatz 6, des § 54a, der §§ 56 bis 59, 61 Abs. 2 und 3 und der §§ 62 und 63 über Ablehnung von Gerichtspersonen, Zustellungen, persönliches Erscheinen der Parteien, Öffentlichkeit, Befugnisse des Vorsitzenden und der ehrenamtlichen Richter, Güterichter, Mediation und außergerichtliche Konfliktbeilegung, Vorbereitung der streitigen Verhandlung, Verhandlung vor der Kammer, Beweisaufnahme, Versäumnisverfahren, Inhalt des Urteils, Zwangsvollstreckung und Übersendung von Urteilen in Tarifvertragssachen gelten entsprechend.
          (8) Berufungen in Rechtsstreitigkeiten über das Bestehen, das Nichtbestehen oder die Kündigung eines Arbeitsverhältnisses sind vorrangig zu erledigen.
        ",Arbeitsgerichtsgesetz,5574
236699,VwGO,§ 162,,"(1) Kosten sind die Gerichtskosten (Gebühren und Auslagen) und die zur zweckentsprechenden Rechtsverfolgung oder Rechtsverteidigung notwendigen Aufwendungen der Beteiligten einschließlich der Kosten des Vorverfahrens.
          (2) Die Gebühren und Auslagen eines Rechtsanwalts oder eines Rechtsbeistands, in Abgabenangelegenheiten auch einer der in § 67 Abs. 2 Satz 2 Nr. 3 genannten Personen, sind stets erstattungsfähig. Soweit ein Vorverfahren geschwebt hat, sind Gebühren und Auslagen erstattungsfähig, wenn das Gericht die Zuziehung eines Bevollmächtigten für das Vorverfahren für notwendig erklärt. Juristische Personen des öffentlichen Rechts und Behörden können an Stelle ihrer tatsächlichen notwendigen Aufwendungen für Post- und Telekommunikationsdienstleistungen den in Nummer 7002 der Anlage 1 zum Rechtsanwaltsvergütungsgesetz bestimmten Höchstsatz der Pauschale fordern.
          (3) Die außergerichtlichen Kosten des Beigeladenen sind nur erstattungsfähig, wenn sie das Gericht aus Billigkeit der unterliegenden Partei oder der Staatskasse auferlegt.
        ",Verwaltungsgerichtsordnung,5544
203763,FGO,§ 135,,"(1) Der unterliegende Beteiligte trägt die Kosten des Verfahrens.
          (2) Die Kosten eines ohne Erfolg eingelegten Rechtsmittels fallen demjenigen zur Last, der das Rechtsmittel eingelegt hat.
          (3) Dem Beigeladenen können Kosten nur auferlegt werden, soweit er Anträge gestellt oder Rechtsmittel eingelegt hat.
          (4) Die Kosten des erfolgreichen Wiederaufnahmeverfahrens können der Staatskasse auferlegt werden, soweit sie nicht durch das Verschulden eines Beteiligten entstanden sind.
          (5) Besteht der kostenpflichtige Teil aus mehreren Personen, so haften diese nach Kopfteilen. Bei erheblicher Verschiedenheit ihrer Beteiligung kann nach Ermessen des Gerichts die Beteiligung zum Maßstab genommen werden.
        ",Finanzgerichtsordnung,5540
214974,ZPO,§ 713,Unterbleiben von Schuldnerschutzanordnungen,"Die in den §§ 711, 712 zugunsten des Schuldners zugelassenen Anordnungen sollen nicht ergehen, wenn die Voraussetzungen, unter denen ein Rechtsmittel gegen das Urteil stattfindet, unzweifelhaft nicht vorliegen.
        ",Zivilprozessordnung,4979
214456,ZPO,§ 114,Voraussetzungen,"(1) Eine Partei, die nach ihren persönlichen und wirtschaftlichen Verhältnissen die Kosten der Prozessführung nicht, nur zum Teil oder nur in Raten aufbringen kann, erhält auf Antrag Prozesskostenhilfe, wenn die beabsichtigte Rechtsverfolgung oder Rechtsverteidigung hinreichende Aussicht auf Erfolg bietet und nicht mutwillig erscheint. Für die grenzüberschreitende Prozesskostenhilfe innerhalb der Europäischen Union gelten ergänzend die §§ 1076 bis 1078.
          (2) Mutwillig ist die Rechtsverfolgung oder Rechtsverteidigung, wenn eine Partei, die keine Prozesskostenhilfe beansprucht, bei verständiger Würdigung aller Umstände von der Rechtsverfolgung oder Rechtsverteidigung absehen würde, obwohl eine hinreichende Aussicht auf Erfolg besteht.
        ",Zivilprozessordnung,4477
236655,VwGO,§ 123,,"(1) Auf Antrag kann das Gericht, auch schon vor Klageerhebung, eine einstweilige Anordnung in bezug auf den Streitgegenstand treffen, wenn die Gefahr besteht, daß durch eine Veränderung des bestehenden Zustands die Verwirklichung eines Rechts des Antragstellers vereitelt oder wesentlich erschwert werden könnte. Einstweilige Anordnungen sind auch zur Regelung eines vorläufigen Zustands in bezug auf ein streitiges Rechtsverhältnis zulässig, wenn diese Regelung, vor allem bei dauernden Rechtsverhältnissen, um wesentliche Nachteile abzuwenden oder drohende Gewalt zu verhindern oder aus anderen Gründen nötig erscheint.
          (2) Für den Erlaß einstweiliger Anordnungen ist das Gericht der Hauptsache zuständig. Dies ist das Gericht des ersten Rechtszugs und, wenn die Hauptsache im Berufungsverfahren anhängig ist, das Berufungsgericht. § 80 Abs. 8 ist entsprechend anzuwenden.
          (3) Für den Erlaß einstweiliger Anordnungen gelten §§ 920, 921, 923, 926, 928 bis 932, 938, 939, 941 und 945 der Zivilprozeßordnung entsprechend.
          (4) Das Gericht entscheidet durch Beschluß.
          (5) Die Vorschriften der Absätze 1 bis 3 gelten nicht für die Fälle der §§ 80 und 80a.
        ",Verwaltungsgerichtsordnung,4468
241088,BGB,§ 286,Verzug des Schuldners,"
            
          
          (1) Leistet der Schuldner auf eine Mahnung des Gläubigers nicht, die nach dem Eintritt der Fälligkeit erfolgt, so kommt er durch die Mahnung in Verzug. Der Mahnung stehen die Erhebung der Klage auf die Leistung sowie die Zustellung eines Mahnbescheids im Mahnverfahren gleich.
          
            (2) Der Mahnung bedarf es nicht, wenn 
            
              1.
              
                für die Leistung eine Zeit nach dem Kalender bestimmt ist,
              
              2.
              
                der Leistung ein Ereignis vorauszugehen hat und eine angemessene Zeit für die Leistung in der Weise bestimmt ist, dass sie sich von dem Ereignis an nach dem Kalender berechnen lässt,
              
              3.
              
                der Schuldner die Leistung ernsthaft und endgültig verweigert,
              
              4.
              
                aus besonderen Gründen unter Abwägung der beiderseitigen Interessen der sofortige Eintritt des Verzugs gerechtfertigt ist.
              
            
          
          (3) Der Schuldner einer Entgeltforderung kommt spätestens in Verzug, wenn er nicht innerhalb von 30 Tagen nach Fälligkeit und Zugang einer Rechnung oder gleichwertigen Zahlungsaufstellung leistet; dies gilt gegenüber einem Schuldner, der Verbraucher ist, nur, wenn auf diese Folgen in der Rechnung oder Zahlungsaufstellung besonders hingewiesen worden ist. Wenn der Zeitpunkt des Zugangs der Rechnung oder Zahlungsaufstellung unsicher ist, kommt der Schuldner, der nicht Verbraucher ist, spätestens 30 Tage nach Fälligkeit und Empfang der Gegenleistung in Verzug.
          (4) Der Schuldner kommt nicht in Verzug, solange die Leistung infolge eines Umstands unterbleibt, den er nicht zu vertreten hat.
          (5) Für eine von den Absätzen 1 bis 3 abweichende Vereinbarung über den Eintritt des Verzugs gilt § 271a Absatz 1 bis 5 entsprechend.
        ",Bürgerliches Gesetzbuch,4363
241805,BGB,§ 823,Schadensersatzpflicht,"(1) Wer vorsätzlich oder fahrlässig das Leben, den Körper, die Gesundheit, die Freiheit, das Eigentum oder ein sonstiges Recht eines anderen widerrechtlich verletzt, ist dem anderen zum Ersatz des daraus entstehenden Schadens verpflichtet.
          (2) Die gleiche Verpflichtung trifft denjenigen, welcher gegen ein den Schutz eines anderen bezweckendes Gesetz verstößt. Ist nach dem Inhalt des Gesetzes ein Verstoß gegen dieses auch ohne Verschulden möglich, so tritt die Ersatzpflicht nur im Falle des Verschuldens ein.
        ",Bürgerliches Gesetzbuch,4283
204584,ArbGG,§ 66,"Einlegung der Berufung, Terminbestimmung","(1) Die Frist für die Einlegung der Berufung beträgt einen Monat, die Frist für die Begründung der Berufung zwei Monate. Beide Fristen beginnen mit der Zustellung des in vollständiger Form abgefassten Urteils, spätestens aber mit Ablauf von fünf Monaten nach der Verkündung. Die Berufung muß innerhalb einer Frist von einem Monat nach Zustellung der Berufungsbegründung beantwortet werden. Mit der Zustellung der Berufungsbegründung ist der Berufungsbeklagte auf die Frist für die Berufungsbeantwortung hinzuweisen. Die Fristen zur Begründung der Berufung und zur Berufungsbeantwortung können vom Vorsitzenden einmal auf Antrag verlängert werden, wenn nach seiner freien Überzeugung der Rechtsstreit durch die Verlängerung nicht verzögert wird oder wenn die Partei erhebliche Gründe darlegt.
          (2) Die Bestimmung des Termins zur mündlichen Verhandlung muss unverzüglich erfolgen. § 522 Abs. 1 der Zivilprozessordnung bleibt unberührt; die Verwerfung der Berufung ohne mündliche Verhandlung ergeht durch Beschluss des Vorsitzenden. § 522 Abs. 2 und 3 der Zivilprozessordnung findet keine Anwendung.
        ",Arbeitsgerichtsgesetz,4251
241082,BGB,§ 280,Schadensersatz wegen Pflichtverletzung,"(1) Verletzt der Schuldner eine Pflicht aus dem Schuldverhältnis, so kann der Gläubiger Ersatz des hierdurch entstehenden Schadens verlangen. Dies gilt nicht, wenn der Schuldner die Pflichtverletzung nicht zu vertreten hat.
          (2) Schadensersatz wegen Verzögerung der Leistung kann der Gläubiger nur unter der zusätzlichen Voraussetzung des § 286 verlangen.
          (3) Schadensersatz statt der Leistung kann der Gläubiger nur unter den zusätzlichen Voraussetzungen des § 281, des § 282 oder des § 283 verlangen.
        ",Bürgerliches Gesetzbuch,4160
236682,VwGO,§ 146,,"(1) Gegen die Entscheidungen des Verwaltungsgerichts, des Vorsitzenden oder des Berichterstatters, die nicht Urteile oder Gerichtsbescheide sind, steht den Beteiligten und den sonst von der Entscheidung Betroffenen die Beschwerde an das Oberverwaltungsgericht zu, soweit nicht in diesem Gesetz etwas anderes bestimmt ist.
          (2) Prozeßleitende Verfügungen, Aufklärungsanordnungen, Beschlüsse über eine Vertagung oder die Bestimmung einer Frist, Beweisbeschlüsse, Beschlüsse über Ablehnung von Beweisanträgen, über Verbindung und Trennung von Verfahren und Ansprüchen und über die Ablehnung von Gerichtspersonen sowie Beschlüsse über die Ablehnung der Prozesskostenhilfe, wenn das Gericht ausschließlich die persönlichen oder wirtschaftlichen Voraussetzungen der Prozesskostenhilfe verneint, können nicht mit der Beschwerde angefochten werden.
          (3) Außerdem ist vorbehaltlich einer gesetzlich vorgesehenen Beschwerde gegen die Nichtzulassung der Revision die Beschwerde nicht gegeben in Streitigkeiten über Kosten, Gebühren und Auslagen, wenn der Wert des Beschwerdegegenstands zweihundert Euro nicht übersteigt.
          (4) Die Beschwerde gegen Beschlüsse des Verwaltungsgerichts in Verfahren des vorläufigen Rechtsschutzes (§§ 80, 80a und 123) ist innerhalb eines Monats nach Bekanntgabe der Entscheidung zu begründen. Die Begründung ist, sofern sie nicht bereits mit der Beschwerde vorgelegt worden ist, bei dem Oberverwaltungsgericht einzureichen. Sie muss einen bestimmten Antrag enthalten, die Gründe darlegen, aus denen die Entscheidung abzuändern oder aufzuheben ist, und sich mit der angefochtenen Entscheidung auseinander setzen. Mangelt es an einem dieser Erfordernisse, ist die Beschwerde als unzulässig zu verwerfen. Das Verwaltungsgericht legt die Beschwerde unverzüglich vor; § 148 Abs. 1 findet keine Anwendung. Das Oberverwaltungsgericht prüft nur die dargelegten Gründe.
          (5) u. (6) (weggefallen)
        ",Verwaltungsgerichtsordnung,4098
236692,VwGO,§ 155,,"(1) Wenn ein Beteiligter teils obsiegt, teils unterliegt, so sind die Kosten gegeneinander aufzuheben oder verhältnismäßig zu teilen. Sind die Kosten gegeneinander aufgehoben, so fallen die Gerichtskosten jedem Teil zur Hälfte zur Last. Einem Beteiligten können die Kosten ganz auferlegt werden, wenn der andere nur zu einem geringen Teil unterlegen ist.
          (2) Wer einen Antrag, eine Klage, ein Rechtsmittel oder einen anderen Rechtsbehelf zurücknimmt, hat die Kosten zu tragen.
          (3) Kosten, die durch einen Antrag auf Wiedereinsetzung in den vorigen Stand entstehen, fallen dem Antragsteller zur Last.
          (4) Kosten, die durch Verschulden eines Beteiligten entstanden sind, können diesem auferlegt werden.
        ",Verwaltungsgerichtsordnung,4084
216745,SGG,§ 54,,"(1) Durch Klage kann die Aufhebung eines Verwaltungsakts oder seine Abänderung sowie die Verurteilung zum Erlaß eines abgelehnten oder unterlassenen Verwaltungsakts begehrt werden. Soweit gesetzlich nichts anderes bestimmt ist, ist die Klage zulässig, wenn der Kläger behauptet, durch den Verwaltungsakt oder durch die Ablehnung oder Unterlassung eines Verwaltungsakts beschwert zu sein.
          (2) Der Kläger ist beschwert, wenn der Verwaltungsakt oder die Ablehnung oder Unterlassung eines Verwaltungsakts rechtswidrig ist. Soweit die Behörde, Körperschaft oder Anstalt des öffentlichen Rechts ermächtigt ist, nach ihrem Ermessen zu handeln, ist Rechtswidrigkeit auch gegeben, wenn die gesetzlichen Grenzen dieses Ermessens überschritten sind oder von dem Ermessen in einer dem Zweck der Ermächtigung nicht entsprechenden Weise Gebrauch gemacht ist.
          (3) Eine Körperschaft oder eine Anstalt des öffentlichen Rechts kann mit der Klage die Aufhebung einer Anordnung der Aufsichtsbehörde begehren, wenn sie behauptet, daß die Anordnung das Aufsichtsrecht überschreite.
          (4) Betrifft der angefochtene Verwaltungsakt eine Leistung, auf die ein Rechtsanspruch besteht, so kann mit der Klage neben der Aufhebung des Verwaltungsakts gleichzeitig die Leistung verlangt werden.
          (5) Mit der Klage kann die Verurteilung zu einer Leistung, auf die ein Rechtsanspruch besteht, auch dann begehrt werden, wenn ein Verwaltungsakt nicht zu ergehen hatte.
        ",Sozialgerichtsgesetz,3995
214876,ZPO,§ 540,Inhalt des Berufungsurteils,"
            (1) Anstelle von Tatbestand und Entscheidungsgründen enthält das Urteil 
            
              1.
              
                die Bezugnahme auf die tatsächlichen Feststellungen im angefochtenen Urteil mit Darstellung etwaiger Änderungen oder Ergänzungen,
              
               
              2.
              
                eine kurze Begründung für die Abänderung, Aufhebung oder Bestätigung der angefochtenen Entscheidung.
              
               
            
            Wird das Urteil in dem Termin, in dem die mündliche Verhandlung geschlossen worden ist, verkündet, so können die nach Satz 1 erforderlichen Darlegungen auch in das Protokoll aufgenommen werden.
          
          (2) Die §§ 313a, 313b gelten entsprechend.
        ",Zivilprozessordnung,3659
240939,BGB,§ 133,Auslegung einer Willenserklärung,"Bei der Auslegung einer Willenserklärung ist der wirkliche Wille zu erforschen und nicht an dem buchstäblichen Sinne des Ausdrucks zu haften.
        ",Bürgerliches Gesetzbuch,3452
214590,ZPO,§ 256,Feststellungsklage,"(1) Auf Feststellung des Bestehens oder Nichtbestehens eines Rechtsverhältnisses, auf Anerkennung einer Urkunde oder auf Feststellung ihrer Unechtheit kann Klage erhoben werden, wenn der Kläger ein rechtliches Interesse daran hat, dass das Rechtsverhältnis oder die Echtheit oder Unechtheit der Urkunde durch richterliche Entscheidung alsbald festgestellt werde.
          (2) Bis zum Schluss derjenigen mündlichen Verhandlung, auf die das Urteil ergeht, kann der Kläger durch Erweiterung des Klageantrags, der Beklagte durch Erhebung einer Widerklage beantragen, dass ein im Laufe des Prozesses streitig gewordenes Rechtsverhältnis, von dessen Bestehen oder Nichtbestehen die Entscheidung des Rechtsstreits ganz oder zum Teil abhängt, durch richterliche Entscheidung festgestellt werde.
        ",Zivilprozessordnung,3363
236561,VwGO,§ 42,,"(1) Durch Klage kann die Aufhebung eines Verwaltungsakts (Anfechtungsklage) sowie die Verurteilung zum Erlaß eines abgelehnten oder unterlassenen Verwaltungsakts (Verpflichtungsklage) begehrt werden.
          (2) Soweit gesetzlich nichts anderes bestimmt ist, ist die Klage nur zulässig, wenn der Kläger geltend macht, durch den Verwaltungsakt oder seine Ablehnung oder Unterlassung in seinen Rechten verletzt zu sein.
        ",Verwaltungsgerichtsordnung,3279
216879,SGG,§ 177,,"Entscheidungen des Landessozialgerichts, seines Vorsitzenden oder des Berichterstatters können vorbehaltlich des § 160a Abs. 1 dieses Gesetzes und des § 17a Abs. 4 Satz 4 des Gerichtsverfassungsgesetzes nicht mit der Beschwerde an das Bundessozialgericht angefochten werden.
        ",Sozialgerichtsgesetz,3045
236673,VwGO,§ 137,,"
            (1) Die Revision kann nur darauf gestützt werden, daß das angefochtene Urteil auf der Verletzung 
            
              1.
              
                von Bundesrecht oder
              
              2.
              
                einer Vorschrift des Verwaltungsverfahrensgesetzes eines Landes, die ihrem Wortlaut nach mit dem Verwaltungsverfahrensgesetz des Bundes übereinstimmt,
              
            
            beruht.
          
          (2) Das Bundesverwaltungsgericht ist an die in dem angefochtenen Urteil getroffenen tatsächlichen Feststellungen gebunden, außer wenn in bezug auf diese Feststellungen zulässige und begründete Revisionsgründe vorgebracht sind.
          (3) Wird die Revision auf Verfahrensmängel gestützt und liegt nicht zugleich eine der Voraussetzungen des § 132 Abs. 2 Nr. 1 und 2 vor, so ist nur über die geltend gemachten Verfahrensmängel zu entscheiden. Im übrigen ist das Bundesverwaltungsgericht an die geltend gemachten Revisionsgründe nicht gebunden.
        ",Verwaltungsgerichtsordnung,3043
214855,ZPO,§ 519,Berufungsschrift,"(1) Die Berufung wird durch Einreichung der Berufungsschrift bei dem Berufungsgericht eingelegt.
          
            (2) Die Berufungsschrift muss enthalten: 
            
              1.
              
                die Bezeichnung des Urteils, gegen das die Berufung gerichtet wird;
              
               
              2.
              
                die Erklärung, dass gegen dieses Urteil Berufung eingelegt werde.
              
               
            
             
          
          (3) Mit der Berufungsschrift soll eine Ausfertigung oder beglaubigte Abschrift des angefochtenen Urteils vorgelegt werden.
          (4) Die allgemeinen Vorschriften über die vorbereitenden Schriftsätze sind auch auf die Berufungsschrift anzuwenden.
        ",Zivilprozessordnung,3034
241093,BGB,§ 291,Prozesszinsen,"Eine Geldschuld hat der Schuldner von dem Eintritt der Rechtshängigkeit an zu verzinsen, auch wenn er nicht im Verzug ist; wird die Schuld erst später fällig, so ist sie von der Fälligkeit an zu verzinsen. Die Vorschriften des § 288 Abs. 1 Satz 2, Abs. 2, Abs. 3 und des § 289 Satz 1 finden entsprechende Anwendung.
        ",Bürgerliches Gesetzbuch,2982
215234,ZPO,§ 920,Arrestgesuch,"(1) Das Gesuch soll die Bezeichnung des Anspruchs unter Angabe des Geldbetrages oder des Geldwertes sowie die Bezeichnung des Arrestgrundes enthalten.
          (2) Der Anspruch und der Arrestgrund sind glaubhaft zu machen.
          (3) Das Gesuch kann vor der Geschäftsstelle zu Protokoll erklärt werden.
        ",Zivilprozessordnung,2937
214856,ZPO,§ 520,Berufungsbegründung,"(1) Der Berufungskläger muss die Berufung begründen.
          (2) Die Frist für die Berufungsbegründung beträgt zwei Monate und beginnt mit der Zustellung des in vollständiger Form abgefassten Urteils, spätestens aber mit Ablauf von fünf Monaten nach der Verkündung. Die Frist kann auf Antrag von dem Vorsitzenden verlängert werden, wenn der Gegner einwilligt. Ohne Einwilligung kann die Frist um bis zu einem Monat verlängert werden, wenn nach freier Überzeugung des Vorsitzenden der Rechtsstreit durch die Verlängerung nicht verzögert wird oder wenn der Berufungskläger erhebliche Gründe darlegt.
          
            (3) Die Berufungsbegründung ist, sofern sie nicht bereits in der Berufungsschrift enthalten ist, in einem Schriftsatz bei dem Berufungsgericht einzureichen. Die Berufungsbegründung muss enthalten: 
            
              1.
              
                die Erklärung, inwieweit das Urteil angefochten wird und welche Abänderungen des Urteils beantragt werden (Berufungsanträge);
              
               
              2.
              
                die Bezeichnung der Umstände, aus denen sich die Rechtsverletzung und deren Erheblichkeit für die angefochtene Entscheidung ergibt;
              
               
              3.
              
                die Bezeichnung konkreter Anhaltspunkte, die Zweifel an der Richtigkeit oder Vollständigkeit der Tatsachenfeststellungen im angefochtenen Urteil begründen und deshalb eine erneute Feststellung gebieten;
              
               
              4.
              
                die Bezeichnung der neuen Angriffs- und Verteidigungsmittel sowie der Tatsachen, auf Grund derer die neuen Angriffs- und Verteidigungsmittel nach § 531 Abs. 2 zuzulassen sind.
              
               
            
             
          
          
            (4) Die Berufungsbegründung soll ferner enthalten: 
            
              1.
              
                die Angabe des Wertes des nicht in einer bestimmten Geldsumme bestehenden Beschwerdegegenstandes, wenn von ihm die Zulässigkeit der Berufung abhängt;
              
               
              2.
              
                eine Äußerung dazu, ob einer Entscheidung der Sache durch den Einzelrichter Gründe entgegenstehen.
              
               
            
             
          
          (5) Die allgemeinen Vorschriften über die vorbereitenden Schriftsätze sind auch auf die Berufungsbegründung anzuwenden.
        ",Zivilprozessordnung,2890
214623,ZPO,§ 287,Schadensermittlung; Höhe der Forderung,"(1) Ist unter den Parteien streitig, ob ein Schaden entstanden sei und wie hoch sich der Schaden oder ein zu ersetzendes Interesse belaufe, so entscheidet hierüber das Gericht unter Würdigung aller Umstände nach freier Überzeugung. Ob und inwieweit eine beantragte Beweisaufnahme oder von Amts wegen die Begutachtung durch Sachverständige anzuordnen sei, bleibt dem Ermessen des Gerichts überlassen. Das Gericht kann den Beweisführer über den Schaden oder das Interesse vernehmen; die Vorschriften des § 452 Abs. 1 Satz 1, Abs. 2 bis 4 gelten entsprechend.
          (2) Die Vorschriften des Absatzes 1 Satz 1, 2 sind bei vermögensrechtlichen Streitigkeiten auch in anderen Fällen entsprechend anzuwenden, soweit unter den Parteien die Höhe einer Forderung streitig ist und die vollständige Aufklärung aller hierfür maßgebenden Umstände mit Schwierigkeiten verbunden ist, die zu der Bedeutung des streitigen Teiles der Forderung in keinem Verhältnis stehen.
        ",Zivilprozessordnung,2875
241527,BGB,§ 611,Vertragstypische Pflichten beim Dienstvertrag,"(1) Durch den Dienstvertrag wird derjenige, welcher Dienste zusagt, zur Leistung der versprochenen Dienste, der andere Teil zur Gewährung der vereinbarten Vergütung verpflichtet.
          (2) Gegenstand des Dienstvertrags können Dienste jeder Art sein.
        ",Bürgerliches Gesetzbuch,2815
240963,BGB,§ 157,Auslegung von Verträgen,"Verträge sind so auszulegen, wie Treu und Glauben mit Rücksicht auf die Verkehrssitte es erfordern.
        ",Bürgerliches Gesetzbuch,2786
214470,ZPO,§ 127,Entscheidungen,"(1) Entscheidungen im Verfahren über die Prozesskostenhilfe ergehen ohne mündliche Verhandlung. Zuständig ist das Gericht des ersten Rechtszuges; ist das Verfahren in einem höheren Rechtszug anhängig, so ist das Gericht dieses Rechtszuges zuständig. Soweit die Gründe der Entscheidung Angaben über die persönlichen und wirtschaftlichen Verhältnisse der Partei enthalten, dürfen sie dem Gegner nur mit Zustimmung der Partei zugänglich gemacht werden.
          (2) Die Bewilligung der Prozesskostenhilfe kann nur nach Maßgabe des Absatzes 3 angefochten werden. Im Übrigen findet die sofortige Beschwerde statt; dies gilt nicht, wenn der Streitwert der Hauptsache den in § 511 genannten Betrag nicht übersteigt, es sei denn, das Gericht hat ausschließlich die persönlichen oder wirtschaftlichen Voraussetzungen für die Prozesskostenhilfe verneint. Die Notfrist beträgt einen Monat.
          (3) Gegen die Bewilligung der Prozesskostenhilfe findet die sofortige Beschwerde der Staatskasse statt, wenn weder Monatsraten noch aus dem Vermögen zu zahlende Beträge festgesetzt worden sind. Die Beschwerde kann nur darauf gestützt werden, dass die Partei nach ihren persönlichen und wirtschaftlichen Verhältnissen Zahlungen zu leisten hat. Die Notfrist beträgt einen Monat und beginnt mit der Bekanntgabe des Beschlusses. Nach Ablauf von drei Monaten seit der Verkündung der Entscheidung ist die Beschwerde unstatthaft. Wird die Entscheidung nicht verkündet, so tritt an die Stelle der Verkündung der Zeitpunkt, in dem die unterschriebene Entscheidung der Geschäftsstelle übermittelt wird. Die Entscheidung wird der Staatskasse nicht von Amts wegen mitgeteilt.
          (4) Die Kosten des Beschwerdeverfahrens werden nicht erstattet.
        ",Zivilprozessordnung,2766
236632,VwGO,§ 101,,"(1) Das Gericht entscheidet, soweit nichts anderes bestimmt ist, auf Grund mündlicher Verhandlung.
          (2) Mit Einverständnis der Beteiligten kann das Gericht ohne mündliche Verhandlung entscheiden.
          (3) Entscheidungen des Gerichts, die nicht Urteile sind, können ohne mündliche Verhandlung ergehen, soweit nichts anderes bestimmt ist.
        ",Verwaltungsgerichtsordnung,2763
236613,VwGO,§ 86,,"(1) Das Gericht erforscht den Sachverhalt von Amts wegen; die Beteiligten sind dabei heranzuziehen. Es ist an das Vorbringen und an die Beweisanträge der Beteiligten nicht gebunden.
          (2) Ein in der mündlichen Verhandlung gestellter Beweisantrag kann nur durch einen Gerichtsbeschluß, der zu begründen ist, abgelehnt werden.
          (3) Der Vorsitzende hat darauf hinzuwirken, daß Formfehler beseitigt, unklare Anträge erläutert, sachdienliche Anträge gestellt, ungenügende tatsächliche Angaben ergänzt, ferner alle für die Feststellung und Beurteilung des Sachverhalts wesentlichen Erklärungen abgegeben werden.
          (4) Die Beteiligten sollen zur Vorbereitung der mündlichen Verhandlung Schriftsätze einreichen. Hierzu kann sie der Vorsitzende unter Fristsetzung auffordern. Die Schriftsätze sind den Beteiligten von Amts wegen zu übermitteln.
          (5) Den Schriftsätzen sind die Urkunden oder elektronischen Dokumente, auf die Bezug genommen wird, in Abschrift ganz oder im Auszug beizufügen. Sind die Urkunden oder elektronischen Dokumente dem Gegner bereits bekannt oder sehr umfangreich, so genügt die genaue Bezeichnung mit dem Anerbieten, Einsicht bei Gericht zu gewähren.
        ",Verwaltungsgerichtsordnung,2654
