model,index,no_rag,dense,bm25,roundrobin,rrf,rerank,cite_only,cite_rrf,rrf50,cite_rrf50,cite_ls_rrf50,oracle,ls_text
DeepSeek-V4-Flash,24,22.807017543859647,14.035087719298245,21.052631578947366,22.807017543859647,15.789473684210526,17.543859649122805,19.29824561403509,21.052631578947366,15.789473684210526,24.561403508771928,24.561403508771928,29.82456140350877,
DeepSeek-V4-Flash,25,32.69230769230769,32.69230769230769,23.07692307692308,38.46153846153847,36.53846153846153,40.38461538461539,26.923076923076923,23.07692307692308,42.30769230769231,32.69230769230769,26.923076923076923,53.84615384615385,
DeepSeek-V4-Flash,26,18.0327868852459,24.59016393442623,31.14754098360656,24.59016393442623,40.98360655737705,18.0327868852459,27.86885245901639,32.78688524590164,29.508196721311474,31.14754098360656,34.42622950819672,26.229508196721312,
DeepSeek-V4-Flash,27,21.818181818181817,29.09090909090909,16.363636363636363,20.0,29.09090909090909,27.27272727272727,23.63636363636364,29.09090909090909,30.909090909090907,27.27272727272727,36.36363636363637,52.72727272727272,
DeepSeek-V4-Flash,28,12.195121951219512,19.51219512195122,9.75609756097561,12.195121951219512,9.75609756097561,24.390243902439025,17.073170731707318,14.634146341463412,21.951219512195124,9.75609756097561,19.51219512195122,41.46341463414634,
DeepSeek-V4-Flash,29,60.0,60.0,65.0,45.0,45.0,60.0,60.0,55.00000000000001,60.0,60.0,55.00000000000001,60.0,
DeepSeek-V4-Flash,30,35.0,30.0,30.0,25.0,25.0,30.0,30.0,35.0,35.0,30.0,35.0,30.0,
DeepSeek-V4-Flash,31,14.285714285714285,16.666666666666664,19.047619047619047,19.047619047619047,19.047619047619047,23.809523809523807,14.285714285714285,14.285714285714285,26.1904761904762,26.1904761904762,28.57142857142857,33.33333333333333,
DeepSeek-V4-Flash,32,19.672131147540984,24.59016393442623,27.86885245901639,24.59016393442623,21.311475409836063,24.59016393442623,26.229508196721312,27.86885245901639,26.229508196721312,26.229508196721312,34.42622950819672,32.78688524590164,
DeepSeek-V4-Flash,33,22.916666666666664,31.25,25.0,29.166666666666668,27.08333333333333,35.41666666666667,22.916666666666664,25.0,27.08333333333333,20.833333333333336,22.916666666666664,43.75,
DeepSeek-V4-Flash,34,17.94871794871795,20.51282051282051,20.51282051282051,17.94871794871795,23.07692307692308,17.94871794871795,17.94871794871795,15.384615384615383,25.64102564102564,28.205128205128204,28.205128205128204,35.8974358974359,
DeepSeek-V4-Flash,35,30.35714285714285,30.35714285714285,30.35714285714285,30.35714285714285,26.785714285714285,33.92857142857143,21.428571428571427,26.785714285714285,25.0,19.642857142857142,26.785714285714285,44.642857142857146,
DeepSeek-V4-Flash,36,20.833333333333336,25.0,16.666666666666664,29.166666666666668,29.166666666666668,29.166666666666668,22.916666666666664,16.666666666666664,20.833333333333336,33.33333333333333,25.0,52.083333333333336,
DeepSeek-V4-Flash,37,14.893617021276595,17.02127659574468,22.34042553191489,13.829787234042554,20.212765957446805,14.893617021276595,19.148936170212767,15.95744680851064,10.638297872340424,12.76595744680851,11.702127659574469,23.404255319148938,
DeepSeek-V4-Flash,38,17.307692307692307,21.15384615384616,28.846153846153843,11.538461538461538,23.07692307692308,21.15384615384616,23.07692307692308,19.23076923076924,25.0,25.0,32.69230769230769,23.07692307692308,
DeepSeek-V4-Flash,39,41.37931034482759,37.93103448275862,41.37931034482759,41.37931034482759,31.03448275862069,31.03448275862069,34.48275862068966,34.48275862068966,37.93103448275862,34.48275862068966,34.48275862068966,41.37931034482759,
DeepSeek-V4-Flash,40,23.75,27.500000000000004,25.0,30.0,27.500000000000004,27.500000000000004,23.75,25.0,27.500000000000004,32.5,22.5,45.0,
DeepSeek-V4-Flash,41,21.27659574468085,27.659574468085108,29.78723404255319,27.659574468085108,19.148936170212767,34.04255319148936,27.659574468085108,21.27659574468085,27.659574468085108,23.404255319148938,36.17021276595745,42.5531914893617,
DeepSeek-V4-Flash,42,27.77777777777778,25.925925925925924,22.22222222222222,22.22222222222222,22.22222222222222,25.925925925925924,24.07407407407408,22.22222222222222,37.03703703703704,25.925925925925924,27.77777777777778,40.74074074074074,
DeepSeek-V4-Flash,43,30.0,25.71428571428571,35.714285714285715,24.285714285714285,30.0,24.285714285714285,28.57142857142857,31.428571428571427,28.57142857142857,35.714285714285715,25.71428571428571,37.142857142857146,
DeepSeek-V4-Flash,44,36.66666666666666,36.66666666666666,26.666666666666668,33.33333333333333,33.33333333333333,36.66666666666666,36.66666666666666,36.66666666666666,36.66666666666666,36.66666666666666,30.0,43.333333333333336,
DeepSeek-V4-Flash,45,25.0,15.625,28.125,28.125,12.5,37.5,31.25,21.875,31.25,34.375,31.25,46.875,
DeepSeek-V4-Flash,46,31.57894736842105,22.807017543859647,29.82456140350877,24.561403508771928,28.07017543859649,29.82456140350877,31.57894736842105,31.57894736842105,26.31578947368421,21.052631578947366,26.31578947368421,50.877192982456144,
DeepSeek-V4-Flash,47,29.23076923076924,30.76923076923077,36.92307692307693,38.46153846153847,27.692307692307693,35.38461538461539,27.692307692307693,30.76923076923077,36.92307692307693,26.15384615384616,38.46153846153847,60.0,
DeepSeek-V4-Flash,48,33.33333333333333,44.44444444444444,37.77777777777778,44.44444444444444,42.22222222222222,31.11111111111111,35.55555555555556,26.666666666666668,40.0,44.44444444444444,33.33333333333333,51.11111111111111,
DeepSeek-V4-Flash,49,38.297872340425535,34.04255319148936,38.297872340425535,40.42553191489361,40.42553191489361,46.80851063829788,48.93617021276596,48.93617021276596,44.680851063829785,51.06382978723404,42.5531914893617,55.319148936170215,
DeepSeek-V4-Flash,50,27.86885245901639,21.311475409836063,24.59016393442623,26.229508196721312,29.508196721311474,21.311475409836063,18.0327868852459,24.59016393442623,27.86885245901639,29.508196721311474,19.672131147540984,39.34426229508197,
DeepSeek-V4-Flash,51,20.967741935483872,20.967741935483872,25.806451612903224,16.129032258064516,24.193548387096776,19.35483870967742,20.967741935483872,22.58064516129032,29.03225806451613,24.193548387096776,19.35483870967742,45.16129032258064,
DeepSeek-V4-Flash,52,29.72972972972973,13.513513513513514,27.027027027027028,16.216216216216218,27.027027027027028,32.432432432432435,35.13513513513514,32.432432432432435,29.72972972972973,37.83783783783784,48.64864864864865,54.054054054054056,
DeepSeek-V4-Flash,53,20.63492063492064,31.746031746031743,25.396825396825395,26.984126984126984,15.873015873015872,14.285714285714285,22.22222222222222,28.57142857142857,19.047619047619047,30.15873015873016,28.57142857142857,44.44444444444444,
DeepSeek-V4-Flash,54,18.55670103092784,20.61855670103093,22.68041237113402,25.773195876288657,21.649484536082475,21.649484536082475,20.61855670103093,18.55670103092784,21.649484536082475,23.711340206185564,18.55670103092784,30.927835051546392,
DeepSeek-V4-Flash,55,25.806451612903224,20.967741935483872,22.58064516129032,24.193548387096776,29.03225806451613,30.64516129032258,33.87096774193548,27.41935483870968,29.03225806451613,22.58064516129032,27.41935483870968,33.87096774193548,
DeepSeek-V4-Flash,56,22.36842105263158,25.0,17.105263157894736,21.052631578947366,15.789473684210526,21.052631578947366,19.73684210526316,17.105263157894736,21.052631578947366,18.421052631578945,18.421052631578945,27.631578947368425,
DeepSeek-V4-Flash,57,14.285714285714285,26.1904761904762,11.904761904761903,16.666666666666664,30.95238095238096,23.809523809523807,16.666666666666664,16.666666666666664,16.666666666666664,19.047619047619047,19.047619047619047,42.85714285714285,
DeepSeek-V4-Flash,58,14.492753623188406,21.73913043478261,27.536231884057973,20.28985507246377,23.18840579710145,26.08695652173913,20.28985507246377,17.391304347826086,20.28985507246377,28.98550724637681,21.73913043478261,33.33333333333333,
DeepSeek-V4-Flash,59,23.33333333333333,18.33333333333333,30.0,30.0,28.33333333333333,10.0,23.33333333333333,25.0,20.0,18.33333333333333,28.33333333333333,40.0,
DeepSeek-V4-Flash,60,21.428571428571427,21.428571428571427,25.71428571428571,21.428571428571427,22.857142857142858,21.428571428571427,12.857142857142856,17.142857142857142,21.428571428571427,22.857142857142858,18.571428571428573,31.428571428571427,
DeepSeek-V4-Flash,61,25.0,28.846153846153843,26.923076923076923,30.76923076923077,32.69230769230769,25.0,28.846153846153843,32.69230769230769,28.846153846153843,40.38461538461539,30.76923076923077,30.76923076923077,
