config,corpus,mode,query,merge,drop_structural,rerank,gold_set,k,recall,cases_with_hit,state_recall,hits,gold,structural,seconds,fusion_w,cite_filter,state_share,pool,two_hop,ls_depth,ls_kinds
rerank_pool100,combined,hybrid,rewriter,rrf,True,bge,gold,10,0.0380771061399333,0.8518518518518519,0.04920049200492,160,4202,0.0,465.7,,,,100.0,,,
rerank_pool100,combined,hybrid,rewriter,rrf,True,bge,gold,20,0.0606853879105188,0.9382716049382716,0.081180811808118,255,4202,0.0,465.7,,,,100.0,,,
rerank_pool100,combined,hybrid,rewriter,rrf,True,bge,gold,50,0.1006663493574488,0.9753086419753086,0.1359163591635916,423,4202,0.0,465.7,,,,100.0,,,
rerank_pool100,combined,hybrid,rewriter,rrf,True,bge,gold,100,0.1123274631128034,0.9753086419753086,0.1500615006150061,472,4202,0.0,465.7,,,,100.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,refex,5,0.0297441998810232,0.4675324675324675,0.0,50,1681,0.0,1554.2,,,,400.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,refex,10,0.0374776918500892,0.5064935064935064,0.0,63,1681,0.0,1554.2,,,,400.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,refex,20,0.0499702558001189,0.5324675324675324,0.0,84,1681,0.0,1554.2,,,,400.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,refex,50,0.0826888756692445,0.7012987012987013,0.0,139,1681,0.0,1554.2,,,,400.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,refex,100,0.1165972635336109,0.7532467532467533,0.0,196,1681,0.0,1554.2,,,,400.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,gold,5,0.0276059019514516,0.7777777777777778,0.0301353013530135,116,4202,0.0,1554.2,,,,400.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,gold,10,0.0387910518800571,0.8395061728395061,0.043050430504305,163,4202,0.0,1554.2,,,,400.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,gold,20,0.0552118039029033,0.925925925925926,0.0633456334563345,232,4202,0.0,1554.2,,,,400.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,gold,50,0.0956687291765825,0.9629629629629628,0.1150061500615006,402,4202,0.0,1554.2,,,,400.0,,,
rerank_pool400,combined,hybrid,rewriter,rrf,True,bge,gold,100,0.1482627320323655,0.9876543209876544,0.1875768757687577,623,4202,0.0,1554.2,,,,400.0,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,refex,5,0.0368828078524687,0.5714285714285714,0.0,62,1681,0.0,227.1,,,,,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,refex,10,0.0511600237953599,0.6363636363636364,0.0,86,1681,0.0,227.1,,,,,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,refex,20,0.0701963117192147,0.7142857142857143,0.0,118,1681,0.0,227.1,,,,,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,refex,50,0.1070791195716835,0.7662337662337663,0.0,180,1681,0.0,227.1,,,,,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,refex,100,0.1213563355145746,0.8051948051948052,0.0,204,1681,0.0,227.1,,,,,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,gold,5,0.03426939552594,0.8765432098765432,0.0338253382533825,144,4202,0.0,227.1,,,,,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,gold,10,0.0533079485959067,0.9506172839506172,0.06150061500615,224,4202,0.0,227.1,,,,,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,gold,20,0.0780580675868634,0.9753086419753086,0.0953259532595326,328,4202,0.0,227.1,,,,,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,gold,50,0.1256544502617801,0.9753086419753086,0.1617466174661746,528,4202,0.0,227.1,,,,,,,
rerank_innkube,combined,hybrid,rewriter,rrf,True,innkube,gold,100,0.1506425511661114,0.9753086419753086,0.1992619926199262,633,4202,0.0,227.1,,,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,refex,5,0.0672218917311124,0.6623376623376623,0.0,113,1681,0.0,0.0,,only,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,refex,10,0.1189767995240928,0.7792207792207793,0.0,200,1681,0.0,0.0,,only,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,refex,20,0.1415823914336704,0.8311688311688312,0.0,238,1681,0.0,0.0,,only,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,refex,50,0.1433670434265318,0.8311688311688312,0.0,241,1681,0.0,0.0,,only,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,refex,100,0.1433670434265318,0.8311688311688312,0.0,241,1681,0.0,0.0,,only,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,gold,5,0.0559257496430271,0.9382716049382716,0.0215252152521525,235,4202,0.0,0.0,,only,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,gold,10,0.0904331270823417,0.9629629629629628,0.0325953259532595,380,4202,0.0,0.0,,only,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,gold,20,0.1092336982389338,0.9753086419753086,0.038130381303813,459,4202,0.0,0.0,,only,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,gold,50,0.1116135173726796,0.9753086419753086,0.0387453874538745,469,4202,0.0,0.0,,only,,,,,
cite_only,combined,hybrid,rewriter,roundrobin,True,,gold,100,0.1116135173726796,0.9753086419753086,0.0387453874538745,469,4202,0.0,0.0,,only,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,refex,5,0.0678167757287329,0.6623376623376623,0.0,114,1681,0.0,66.0,,first,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,refex,10,0.1213563355145746,0.7922077922077922,0.0,204,1681,0.0,66.0,,first,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,refex,20,0.1534800713860797,0.8701298701298701,0.0,258,1681,0.0,66.0,,first,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,refex,50,0.1743010113027959,0.9090909090909092,0.0,293,1681,0.0,66.0,,first,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,refex,100,0.1963117192147531,0.9090909090909092,0.0,330,1681,0.0,66.0,,first,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,gold,5,0.0571156592099,0.9629629629629628,0.0239852398523985,240,4202,0.0,66.0,,first,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,gold,10,0.0961446930033317,0.9876543209876544,0.043050430504305,404,4202,0.0,66.0,,first,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,gold,20,0.1313660161827701,1.0,0.0756457564575645,552,4202,0.0,66.0,,first,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,gold,50,0.1649214659685864,1.0,0.1297662976629766,693,4202,0.0,66.0,,first,,,,,
cite_then_search,combined,hybrid,rewriter,rrf,True,,gold,100,0.1915754402665397,1.0,0.1703567035670356,805,4202,0.0,66.0,,first,,,,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,refex,5,0.0392623438429506,0.6103896103896104,0.0,66,1681,0.0,32.8,,,,,only,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,refex,10,0.0719809637120761,0.7272727272727273,0.0,121,1681,0.0,32.8,,,,,only,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,refex,20,0.1177870315288518,0.7792207792207793,0.0,198,1681,0.0,32.8,,,,,only,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,refex,50,0.1850089232599643,0.8311688311688312,0.0,311,1681,0.0,32.8,,,,,only,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,refex,100,0.2058298631766805,0.8571428571428571,0.0,346,1681,0.0,32.8,,,,,only,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,gold,5,0.0356972870061875,0.8395061728395061,0.028290282902829,150,4202,0.0,32.8,,,,,only,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,gold,10,0.0633031889576392,0.9012345679012346,0.051660516605166,266,4202,0.0,32.8,,,,,only,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,gold,20,0.1108995716325559,0.9506172839506172,0.1008610086100861,466,4202,0.0,32.8,,,,,only,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,gold,50,0.1844359828653022,0.9876543209876544,0.1697416974169741,775,4202,0.0,32.8,,,,,only,,
ls_only,combined,hybrid,rewriter,roundrobin,True,,gold,100,0.2046644455021418,0.9876543209876544,0.1881918819188192,860,4202,0.0,32.8,,,,,only,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,refex,5,0.0392623438429506,0.6103896103896104,0.0,66,1681,0.0,78.4,,,,,first,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,refex,10,0.0719809637120761,0.7272727272727273,0.0,121,1681,0.0,78.4,,,,,first,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,refex,20,0.1177870315288518,0.7792207792207793,0.0,198,1681,0.0,78.4,,,,,first,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,refex,50,0.189767995240928,0.8441558441558441,0.0,319,1681,0.0,78.4,,,,,first,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,refex,100,0.2331945270672218,0.9090909090909092,0.0,392,1681,0.0,78.4,,,,,first,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,gold,5,0.0356972870061875,0.8395061728395061,0.028290282902829,150,4202,0.0,78.4,,,,,first,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,gold,10,0.0633031889576392,0.9012345679012346,0.051660516605166,266,4202,0.0,78.4,,,,,first,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,gold,20,0.1108995716325559,0.9506172839506172,0.1008610086100861,466,4202,0.0,78.4,,,,,first,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,gold,50,0.1891956211327939,0.9876543209876544,0.1765067650676506,795,4202,0.0,78.4,,,,,first,,
ls_then_search,combined,hybrid,rewriter,rrf,True,,gold,100,0.2460732984293193,1.0,0.2496924969249692,1034,4202,0.0,78.4,,,,,first,,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,refex,5,0.0422367638310529,0.6103896103896104,0.0,71,1681,0.0,76.9,,,,,first,10.0,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,refex,10,0.0701963117192147,0.7012987012987013,0.0,118,1681,0.0,76.9,,,,,first,10.0,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,refex,20,0.11540749553837,0.7792207792207793,0.0,194,1681,0.0,76.9,,,,,first,10.0,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,refex,50,0.1635930993456276,0.8701298701298701,0.0,275,1681,0.0,76.9,,,,,first,10.0,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,refex,100,0.1826293872694824,0.8961038961038961,0.0,307,1681,0.0,76.9,,,,,first,10.0,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,gold,5,0.0345073774393146,0.8024691358024691,0.027060270602706,145,4202,0.0,76.9,,,,,first,10.0,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,gold,10,0.0611613517372679,0.8888888888888888,0.0522755227552275,257,4202,0.0,76.9,,,,,first,10.0,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,gold,20,0.1054259876249405,0.9506172839506172,0.093480934809348,443,4202,0.0,76.9,,,,,first,10.0,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,gold,50,0.1656354117087101,0.9876543209876544,0.1611316113161131,696,4202,0.0,76.9,,,,,first,10.0,
ls_shallow10,combined,hybrid,rewriter,rrf,True,,gold,100,0.1984769157544026,1.0,0.2115621156211562,834,4202,0.0,76.9,,,,,first,10.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,refex,5,0.0380725758477097,0.5584415584415584,0.0,64,1681,0.0,81.7,,,,,first,50.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,refex,10,0.0636525877453896,0.6753246753246753,0.0,107,1681,0.0,81.7,,,,,first,50.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,refex,20,0.1130279595478881,0.8051948051948052,0.0,190,1681,0.0,81.7,,,,,first,50.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,refex,50,0.2093991671624033,0.8701298701298701,0.0,352,1681,0.0,81.7,,,,,first,50.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,refex,100,0.271861986912552,0.8831168831168831,0.0,457,1681,0.0,81.7,,,,,first,50.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,gold,5,0.0352213231794383,0.7777777777777778,0.028290282902829,148,4202,0.0,81.7,,,,,first,50.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,gold,10,0.0625892432175154,0.8765432098765432,0.055350553505535,263,4202,0.0,81.7,,,,,first,50.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,gold,20,0.1123274631128034,0.9876543209876544,0.1082410824108241,472,4202,0.0,81.7,,,,,first,50.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,gold,50,0.2077582103760114,1.0,0.1968019680196802,873,4202,0.0,81.7,,,,,first,50.0,
ls_deep50,combined,hybrid,rewriter,rrf,True,,gold,100,0.2843883864826273,1.0,0.2736777367773678,1195,4202,0.0,81.7,,,,,first,50.0,
ls_amtlich,combined,hybrid,rewriter,rrf,True,,refex,5,0.0291493158834027,0.4025974025974026,0.0,49,1681,0.0,77.8,,,,,first,,"('amtlich',)"
ls_amtlich,combined,hybrid,rewriter,rrf,True,,refex,10,0.0458060678167757,0.5454545454545454,0.0,77,1681,0.0,77.8,,,,,first,,"('amtlich',)"
ls_amtlich,combined,hybrid,rewriter,rrf,True,,refex,20,0.0707911957168352,0.7012987012987013,0.0,119,1681,0.0,77.8,,,,,first,,"('amtlich',)"
ls_amtlich,combined,hybrid,rewriter,rrf,True,,refex,50,0.1106484235574063,0.8051948051948052,0.0,186,1681,0.0,77.8,,,,,first,,"('amtlich',)"
ls_amtlich,combined,hybrid,rewriter,rrf,True,,refex,100,0.1374182034503271,0.8831168831168831,0.0,231,1681,0.0,77.8,,,,,first,,"('amtlich',)"
ls_amtlich,combined,hybrid,rewriter,rrf,True,,gold,5,0.02855782960495,0.6666666666666666,0.0252152521525215,120,4202,0.0,77.8,,,,,first,,"('amtlich',)"
ls_amtlich,combined,hybrid,rewriter,rrf,True,,gold,10,0.0518800571156592,0.8395061728395061,0.0547355473554735,218,4202,0.0,77.8,,,,,first,,"('amtlich',)"
ls_amtlich,combined,hybrid,rewriter,rrf,True,,gold,20,0.0785340314136125,0.925925925925926,0.0830258302583025,330,4202,0.0,77.8,,,,,first,,"('amtlich',)"
ls_amtlich,combined,hybrid,rewriter,rrf,True,,gold,50,0.1339838172298905,0.9876543209876544,0.1488314883148831,563,4202,0.0,77.8,,,,,first,,"('amtlich',)"
ls_amtlich,combined,hybrid,rewriter,rrf,True,,gold,100,0.1720609233698239,0.9876543209876544,0.2017220172201722,723,4202,0.0,77.8,,,,,first,,"('amtlich',)"
cite_ls_search,combined,hybrid,rewriter,rrf,True,,refex,5,0.0701963117192147,0.6753246753246753,0.0,118,1681,0.0,79.0,,first,,,first,,
cite_ls_search,combined,hybrid,rewriter,rrf,True,,refex,10,0.1279000594883997,0.7922077922077922,0.0,215,1681,0.0,79.0,,first,,,first,,
cite_ls_search,combined,hybrid,rewriter,rrf,True,,refex,20,0.182034503271862,0.8831168831168831,0.0,306,1681,0.0,79.0,,first,,,first,,
cite_ls_search,combined,hybrid,rewriter,rrf,True,,refex,50,0.247471743010113,0.9090909090909092,0.0,416,1681,0.0,79.0,,first,,,first,,
cite_ls_search,combined,hybrid,rewriter,rrf,True,,refex,100,0.2932778108268887,0.922077922077922,0.0,493,1681,0.0,79.0,,first,,,first,,
cite_ls_search,combined,hybrid,rewriter,rrf,True,,gold,5,0.0587815326035221,0.9506172839506172,0.023370233702337,247,4202,0.0,79.0,,first,,,first,,
cite_ls_search,combined,hybrid,rewriter,rrf,True,,gold,10,0.1018562589243217,0.9753086419753086,0.0448954489544895,428,4202,0.0,79.0,,first,,,first,,
cite_ls_search,combined,hybrid,rewriter,rrf,True,,gold,20,0.1561161351737268,1.0,0.0928659286592866,656,4202,0.0,79.0,,first,,,first,,
cite_ls_search,combined,hybrid,rewriter,rrf,True,,gold,50,0.2391718229414564,1.0,0.1906519065190652,1005,4202,0.0,79.0,,first,,,first,,
cite_ls_search,combined,hybrid,rewriter,rrf,True,,gold,100,0.2927177534507377,1.0,0.2601476014760147,1230,4202,0.0,79.0,,first,,,first,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,refex,5,0.032123735871505,0.4805194805194805,0.0,54,1681,0.0,37.0,,,,,only,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,refex,10,0.0535395597858417,0.5844155844155844,0.0,90,1681,0.0,37.0,,,,,only,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,refex,20,0.0957763236168947,0.7272727272727273,0.0714285714285714,161,1681,0.0,37.0,,,,,only,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,refex,50,0.1754907792980369,0.8441558441558441,0.0714285714285714,295,1681,0.0,37.0,,,,,only,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,refex,100,0.1945270672218917,0.8441558441558441,0.0714285714285714,327,1681,0.0,37.0,,,,,only,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,gold,5,0.0299857210851975,0.7654320987654321,0.02460024600246,126,4202,0.0,37.0,,,,,only,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,gold,10,0.0533079485959067,0.8518518518518519,0.0399753997539975,224,4202,0.0,37.0,,,,,only,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,gold,20,0.0968586387434555,0.9506172839506172,0.0879458794587945,407,4202,0.0,37.0,,,,,only,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,gold,50,0.1718229414564493,0.9876543209876544,0.1512915129151291,722,4202,0.0,37.0,,,,,only,,
ls_q_leitsatz,combined,hybrid,rw_leitsatz,roundrobin,True,,gold,100,0.1949071870537839,1.0,0.1734317343173431,819,4202,0.0,37.0,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,refex,5,0.0350981558596073,0.4415584415584415,0.0,59,1681,0.0,24.7,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,refex,10,0.0571088637715645,0.6103896103896104,0.0,96,1681,0.0,24.7,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,refex,20,0.1082688875669244,0.7662337662337663,0.0,182,1681,0.0,24.7,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,refex,50,0.1909577632361689,0.8441558441558441,0.0,321,1681,0.0,24.7,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,refex,100,0.2034503271861986,0.8571428571428571,0.0,342,1681,0.0,24.7,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,gold,5,0.0299857210851975,0.7037037037037037,0.025830258302583,126,4202,0.0,24.7,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,gold,10,0.0575916230366492,0.8765432098765432,0.0571955719557195,242,4202,0.0,24.7,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,gold,20,0.0992384578772013,0.9753086419753086,0.093480934809348,417,4202,0.0,24.7,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,gold,50,0.1734888148500714,0.9876543209876544,0.1512915129151291,729,4202,0.0,24.7,,,,,only,,
ls_q_statute,combined,hybrid,rw_statute,roundrobin,True,,gold,100,0.1899095668729176,0.9876543209876544,0.1697416974169741,798,4202,0.0,24.7,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,refex,5,0.0339083878643664,0.5324675324675324,0.0,57,1681,0.0,42.0,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,refex,10,0.0469958358120166,0.6233766233766234,0.0,79,1681,0.0,42.0,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,refex,20,0.0773349196906603,0.7142857142857143,0.0,130,1681,0.0,42.0,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,refex,50,0.1516954193932183,0.8051948051948052,0.0,255,1681,0.0,42.0,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,refex,100,0.165377751338489,0.8051948051948052,0.0,278,1681,0.0,42.0,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,gold,5,0.0183246073298429,0.6172839506172839,0.006150061500615,77,4202,0.0,42.0,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,gold,10,0.02855782960495,0.7777777777777778,0.0141451414514145,120,4202,0.0,42.0,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,gold,20,0.0544978581627796,0.9135802469135802,0.035670356703567,229,4202,0.0,42.0,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,gold,50,0.1185149928605426,0.9876543209876544,0.082410824108241,498,4202,0.0,42.0,,,,,only,,
ls_q_rubric_CEILING,combined,hybrid,rubric,roundrobin,True,,gold,100,0.1306520704426463,0.9876543209876544,0.092250922509225,549,4202,0.0,42.0,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,refex,5,0.0303390838786436,0.3636363636363636,0.0,51,1681,0.0,21.9,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,refex,10,0.0458060678167757,0.4675324675324675,0.0,77,1681,0.0,21.9,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,refex,20,0.0844735276621058,0.6623376623376623,0.0,142,1681,0.0,21.9,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,refex,50,0.1463414634146341,0.7922077922077922,0.0,246,1681,0.0,21.9,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,refex,100,0.1522903033908388,0.8051948051948052,0.0,256,1681,0.0,21.9,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,gold,5,0.0287958115183246,0.6419753086419753,0.0276752767527675,121,4202,0.0,21.9,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,gold,10,0.0466444550214183,0.7530864197530864,0.0461254612546125,196,4202,0.0,21.9,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,gold,20,0.0801999048072346,0.8888888888888888,0.070110701107011,337,4202,0.0,21.9,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,gold,50,0.1327939076630176,0.9629629629629628,0.1088560885608856,558,4202,0.0,21.9,,,,,only,,
ls_q_facts,combined,hybrid,facts,roundrobin,True,,gold,100,0.1375535459305092,0.9629629629629628,0.1131611316113161,578,4202,0.0,21.9,,,,,only,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,refex,5,0.0083283759666864,0.1558441558441558,0.0,14,1681,0.0,63.7,0.25,,,,,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,refex,10,0.0166567519333729,0.2597402597402597,0.0,28,1681,0.0,63.7,0.25,,,,,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,refex,20,0.0297441998810232,0.4155844155844156,0.0,50,1681,0.0,63.7,0.25,,,,,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,refex,50,0.0517549077929803,0.5844155844155844,0.0,87,1681,0.0,63.7,0.25,,,,,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,refex,100,0.0690065437239738,0.6233766233766234,0.0,116,1681,0.0,63.7,0.25,,,,,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,gold,5,0.01142313184198,0.3703703703703703,0.015990159901599,48,4202,0.0,63.7,0.25,,,,,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,gold,10,0.0190385530699666,0.5555555555555556,0.0239852398523985,80,4202,0.0,63.7,0.25,,,,,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,gold,20,0.0287958115183246,0.691358024691358,0.0313653136531365,121,4202,0.0,63.7,0.25,,,,,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,gold,50,0.0468824369347929,0.7530864197530864,0.0473554735547355,197,4202,0.0,63.7,0.25,,,,,,
fusion_w25,combined,hybrid,rewriter,rrf,True,,gold,100,0.0690147548786292,0.8641975308641975,0.067650676506765,290,4202,0.0,63.7,0.25,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,refex,5,0.0124925639500297,0.2337662337662337,0.0,21,1681,0.0,62.5,0.5,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,refex,10,0.0196311719214753,0.3116883116883117,0.0,33,1681,0.0,62.5,0.5,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,refex,20,0.0350981558596073,0.4675324675324675,0.0,59,1681,0.0,62.5,0.5,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,refex,50,0.0684116597263533,0.6753246753246753,0.0,115,1681,0.0,62.5,0.5,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,refex,100,0.0975609756097561,0.7662337662337663,0.0,164,1681,0.0,62.5,0.5,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,gold,5,0.0183246073298429,0.5802469135802469,0.0276752767527675,77,4202,0.0,62.5,0.5,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,gold,10,0.0302237029985721,0.7283950617283951,0.0436654366543665,127,4202,0.0,62.5,0.5,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,gold,20,0.0480723465016658,0.8641975308641975,0.0694956949569495,202,4202,0.0,62.5,0.5,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,gold,50,0.0821037601142313,0.9506172839506172,0.1063960639606396,345,4202,0.0,62.5,0.5,,,,,,
fusion_w50,combined,hybrid,rewriter,rrf,True,,gold,100,0.1151832460732984,0.9753086419753086,0.1488314883148831,484,4202,0.0,62.5,0.5,,,,,,
fusion_w75,combined,hybrid,rewriter,rrf,True,,refex,5,0.0148720999405116,0.2597402597402597,0.0,25,1681,0.0,62.6,0.75,,,,,,
fusion_w75,combined,hybrid,rewriter,rrf,True,,refex,10,0.024390243902439,0.3506493506493506,0.0,41,1681,0.0,62.6,0.75,,,,,,
fusion_w75,combined,hybrid,rewriter,rrf,True,,refex,20,0.0368828078524687,0.4285714285714285,0.0,62,1681,0.0,62.6,0.75,,,,,,
fusion_w75,combined,hybrid,rewriter,rrf,True,,refex,50,0.0606781677572873,0.6493506493506493,0.0,102,1681,0.0,62.6,0.75,,,,,,
fusion_w75,combined,hybrid,rewriter,rrf,True,,refex,100,0.0999405116002379,0.7662337662337663,0.0,168,1681,0.0,62.6,0.75,,,,,,
fusion_w75,combined,hybrid,rewriter,rrf,True,,gold,5,0.0202284626368396,0.6666666666666666,0.0289052890528905,85,4202,0.0,62.6,0.75,,,,,,
fusion_w75,combined,hybrid,rewriter,rrf,True,,gold,10,0.0321275583055687,0.7777777777777778,0.045510455104551,135,4202,0.0,62.6,0.75,,,,,,
fusion_w75,combined,hybrid,rewriter,rrf,True,,gold,20,0.048548310328415,0.8765432098765432,0.0719557195571955,204,4202,0.0,62.6,0.75,,,,,,
