config,corpus,mode,query,merge,drop_structural,rerank,gold_set,k,recall,cases_with_hit,state_recall,hits,gold,structural,seconds,fusion_w,cite_filter,state_share,pool,two_hop,ls_depth,ls_kinds
fusion_w75,combined,hybrid,rewriter,rrf,True,,gold,50,0.0809138505473584,0.9506172839506172,0.1162361623616236,340,4202,0.0,62.6,0.75,,,,,,
fusion_w75,combined,hybrid,rewriter,rrf,True,,gold,100,0.118277010947168,0.9753086419753086,0.1580565805658056,497,4202,0.0,62.6,0.75,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,refex,5,0.0124925639500297,0.2207792207792207,0.0,21,1681,0.0,74.5,0.9,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,refex,10,0.0214158239143367,0.3116883116883117,0.0,36,1681,0.0,74.5,0.9,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,refex,20,0.0327186198691255,0.3636363636363636,0.0,55,1681,0.0,74.5,0.9,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,refex,50,0.0612730517549077,0.6493506493506493,0.0,103,1681,0.0,74.5,0.9,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,refex,100,0.0981558596073765,0.7662337662337663,0.0,165,1681,0.0,74.5,0.9,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,gold,5,0.0192765349833412,0.6296296296296297,0.029520295202952,81,4202,0.0,74.5,0.9,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,gold,10,0.0306996668253212,0.7160493827160493,0.0461254612546125,129,4202,0.0,74.5,0.9,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,gold,20,0.0483103284150404,0.8148148148148148,0.076260762607626,203,4202,0.0,74.5,0.9,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,gold,50,0.0801999048072346,0.9506172839506172,0.1180811808118081,337,4202,0.0,74.5,0.9,,,,,,
fusion_w90,combined,hybrid,rewriter,rrf,True,,gold,100,0.1161351737267967,0.9753086419753086,0.1568265682656826,488,4202,0.0,74.5,0.9,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,refex,5,0.0017846519928613,0.0389610389610389,0.0,3,1681,0.0,361.5,,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,refex,10,0.0047590719809637,0.1038961038961039,0.0,8,1681,0.0,361.5,,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,refex,20,0.0113027959547888,0.1948051948051948,0.0,19,1681,0.0,361.5,,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,refex,50,0.0303390838786436,0.4415584415584415,0.0,51,1681,0.0,361.5,,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,refex,100,0.0612730517549077,0.6493506493506493,0.0,103,1681,0.0,361.5,,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,gold,5,0.002855782960495,0.1234567901234567,0.0030750307503075,12,4202,0.0,361.5,,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,gold,10,0.0071394574012375,0.2716049382716049,0.0092250922509225,30,4202,0.0,361.5,,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,gold,20,0.0140409328891004,0.4444444444444444,0.015990159901599,59,4202,0.0,361.5,,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,gold,50,0.0383150880533079,0.7777777777777778,0.0522755227552275,161,4202,0.0,361.5,,,,,,,
rerank_jinav2,combined,hybrid,rewriter,rrf,True,jinav2,gold,100,0.0768681580199904,0.9506172839506172,0.1045510455104551,323,4202,0.0,361.5,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,refex,5,0.0107079119571683,0.1948051948051948,0.0,18,1681,0.0,48.0,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,refex,10,0.0184414039262343,0.2857142857142857,0.0,31,1681,0.0,48.0,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,refex,20,0.0303390838786436,0.3506493506493506,0.0,51,1681,0.0,48.0,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,refex,50,0.056513979773944,0.5974025974025974,0.0,95,1681,0.0,48.0,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,refex,100,0.0969660916121356,0.7662337662337663,0.0,163,1681,0.0,48.0,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,gold,5,0.0180866254164683,0.6049382716049383,0.030750307503075,76,4202,0.0,48.0,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,gold,10,0.0297477391718229,0.7283950617283951,0.0485854858548585,125,4202,0.0,48.0,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,gold,20,0.0461684911946692,0.8148148148148148,0.075030750307503,194,4202,0.0,48.0,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,gold,50,0.077106139933365,0.925925925925926,0.1174661746617466,324,4202,0.0,48.0,,,,,,,
dense_rrf,combined,vector,rewriter,rrf,True,,gold,100,0.1142313184198001,0.9753086419753086,0.1549815498154981,480,4202,0.0,48.0,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,refex,5,0.0047590719809637,0.0909090909090909,0.0,8,1681,0.0,20.8,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,refex,10,0.0101130279595478,0.1688311688311688,0.0,17,1681,0.0,20.8,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,refex,20,0.0190362879238548,0.2987012987012987,0.0,32,1681,0.0,20.8,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,refex,50,0.041046995835812,0.5064935064935064,0.0,69,1681,0.0,20.8,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,refex,100,0.0606781677572873,0.5974025974025974,0.0,102,1681,0.0,20.8,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,gold,5,0.0090433127082341,0.2716049382716049,0.0141451414514145,38,4202,0.0,20.8,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,gold,10,0.0149928605425987,0.4320987654320987,0.0215252152521525,63,4202,0.0,20.8,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,gold,20,0.0240361732508329,0.5925925925925926,0.030750307503075,101,4202,0.0,20.8,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,gold,50,0.03998096144693,0.7283950617283951,0.041820418204182,168,4202,0.0,20.8,,,,,,,
bm25_rrf,combined,fts,rewriter,rrf,True,,gold,100,0.0590195145168967,0.8148148148148148,0.059040590405904,248,4202,0.0,20.8,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,refex,5,0.030339083878643664,0.4935064935064935,0.0,51,1681,0.0,67.3,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,refex,10,0.04164187983343248,0.5844155844155844,0.0,70,1681,0.0,67.3,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,refex,20,0.055324211778703156,0.6493506493506493,0.0,93,1681,0.0,67.3,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,refex,50,0.07911957168352171,0.7272727272727273,0.0,133,1681,0.0,67.3,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,refex,100,0.10529446757882213,0.7922077922077922,0.0,177,1681,0.0,67.3,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,gold,5,0.016420752022846263,0.5555555555555556,0.0,69,4202,0.0,67.3,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,gold,10,0.02284626368396002,0.654320987654321,0.0,96,4202,0.0,67.3,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,gold,20,0.03284150404569253,0.7407407407407407,0.0,138,4202,0.0,67.3,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,gold,50,0.05069014754878629,0.8641975308641975,0.0,213,4202,0.0,67.3,,,,,,,
corpus_federal_rrf,federal,hybrid,rewriter,rrf,True,,gold,100,0.06711089957163256,0.9135802469135802,0.0,282,4202,0.0,67.3,,,,,,,
